,awardYear,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.rel,links.href,links.action,links.types,dateAwarded,topMotivation.en,topMotivation.se,0,id,knownName,links,motivation,orgName,portion,sortOrder
358,1972,480000,3345725,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1972,Get,application/json,,,,,241,{'en': 'Christian Anfinsen'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/241', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation', 'se': 'för hans arbeten över ribonukleas, särskilt rörande sambandet mellan aminosyrasekvensen och den biologiskt aktiva konformationen'}",,1/2,1
359,1972,480000,3345725,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1972,Get,application/json,1972-10-25,,,,681,{'en': 'John R. Hicks'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/681', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their pioneering contributions to general economic equilibrium theory and welfare theory', 'se': 'för deras banbrytande insatser inom allmän ekonomisk jämviktsteori och välfärdsteori'}",,1/2,1
360,1972,480000,3345725,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1972,Get,application/json,,,,,647,{'en': 'Heinrich Böll'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/647', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature', 'se': 'för en diktning som genom sin förening av tidshistorisk vidsyn och ömsint gestaltningsförmåga verkat förnyande inom tysk litteratur'}",,1,1
361,1972,480000,3345725,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1972,Get,application/json,,No Nobel Prize was awarded this year. The prize money for 1972 was allocated to the Main Fund.,,,,,,,,,
362,1972,480000,3345725,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1972,Get,application/json,,,,,66,{'en': 'John Bardeen'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/66', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their jointly developed theory of superconductivity, usually called the BCS-theory', 'se': 'för den av dem gemensamt utvecklade teorien för supraledningsfenomenet, vanligen kallad BCS-teorien'}",,1/3,1
363,1972,480000,3345725,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1972,Get,application/json,,,,,398,{'en': 'Gerald M. Edelman'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/398', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning the chemical structure of antibodies', 'se': 'för deras upptäckter rörande immunkropparnas kemiska byggnad'}",,1/2,1
364,1973,510000,3331882,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1973,Get,application/json,1973-10-23,,,,244,{'en': 'Ernst Otto Fischer'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/244', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds', 'se': 'för deras var för sig utförda pionjärarbeten över de metallorganiska så kallade sandwichföreningarnas kemi'}",,1/2,1
365,1973,510000,3331882,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1973,Get,application/json,1973-10-18,,,,683,{'en': 'Wassily Leontief'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/683', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the development of the input-output method and for its application to important economic problems', 'se': 'för utarbetandet av input-output metoden samt för dess tillämpning på viktiga ekonomiska problem'}",,1,1
366,1973,510000,3331882,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1973,Get,application/json,,,,,648,{'en': 'Patrick White'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/648', 'action': 'Get', 'types': 'application/json'}","{'en': 'for an epic and psychological narrative art which has introduced a new continent into literature', 'se': 'för en episk och psykologisk berättarkonst som infört en ny världsdel i litteraturen'}",,1,1
367,1973,510000,3331882,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1973,Get,application/json,1973-10-17,,,,530,{'en': 'Henry Kissinger'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/530', 'action': 'Get', 'types': 'application/json'}","{'en': 'for jointly having negotiated a cease fire in Vietnam in 1973', 'no': 'for å ha forhandlet frem våpenhvilen i Vietnam i 1973'}",,1/2,1
368,1973,510000,3331882,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1973,Get,application/json,1973-10-23,,,,97,{'en': 'Leo Esaki'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/97', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively', 'se': 'för deras experimentella upptäckter rörande tunnelfenomenet i halvledare, respektive supraledare'}",,1/4,1
369,1973,510000,3331882,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1973,Get,application/json,,,,,400,{'en': 'Karl von Frisch'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/400', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning organization and elicitation of individual and social behaviour patterns', 'se': 'för deras upptäckter rörande organisation och utlösning av individuella och sociala beteendemönster'}",,1/3,1
370,1974,550000,3263449,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1974,Get,application/json,1974-10-15,,,,246,{'en': 'Paul J. Flory'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/246', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules', 'se': 'för hans fundamentala insatser, såväl teoretiska som experimentella, inom makromolekylernas fysikaliska kemi'}",,1,1
371,1974,550000,3263449,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1974,Get,application/json,1974-10-09,,,,684,{'en': 'Gunnar Myrdal'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/684', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena', 'se': 'för deras pionjärarbete inom penning- och konjunkturteori samt deras inträngande analys av det ömsesidiga beroendet mellan ekonomiska, sociala och institutionella förhållanden'}",,1/2,1
372,1974,550000,3263449,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1974,Get,application/json,,,,,649,{'en': 'Eyvind Johnson'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/649', 'action': 'Get', 'types': 'application/json'}","{'en': 'for a narrative art, far-seeing in lands and ages, in the service of freedom', 'se': 'för en i länder och tider vittskådande berättarkonst i frihetens tjänst'}",,1/2,1
373,1974,550000,3263449,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1974,Get,application/json,1974-10-09,,,,532,{'en': 'Seán MacBride'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/532', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his efforts to secure and develop human rights throughout the world', 'no': 'for sin innsats for å sikre og utvikle menneskerettighetene rundt om i verden'}",,1/2,1
374,1974,550000,3263449,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1974,Get,application/json,1974-10-15,,,,100,{'en': 'Martin Ryle'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/100', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars', 'se': 'för deras banbrytande arbeten inom radioastrofysiken: Ryle för hans observationer och uppfinningar, särskilt apertursyntestekniken, och Hewish för hans avgörande insatser vid upptäckten av pulsarerna'}",,1/2,1
375,1974,550000,3263449,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1974,Get,application/json,,,,,403,{'en': 'Albert Claude'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/403', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning the structural and functional organization of the cell', 'se': 'för deras upptäckter rörande cellens strukturella och funktionella organisation'}",,1/3,1
376,1975,630000,3404179,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1975,Get,application/json,1975-10-17,,,,247,{'en': 'John Cornforth'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/247', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his work on the stereochemistry of enzyme-catalyzed reactions', 'se': 'för hans arbeten rörande enzymkatalyserade reaktioners stereokemi'}",,1/2,1
377,1975,630000,3404179,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1975,Get,application/json,1975-10-14,,,,686,{'en': 'Leonid Vitaliyevich Kantorovich'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/686', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their contributions to the theory of optimum allocation of resources', 'se': 'för deras bidrag till teorin för optimal resursanvändning'}",,1/2,1
378,1975,630000,3404179,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1975,Get,application/json,1975-10-23,,,,651,{'en': 'Eugenio Montale'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/651', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions', 'se': 'för hans särpräglade diktning som med stor konstnärlig känslighet tolkat humana värden i tecknet av en illusionsfri livssyn'}",,1,1
379,1975,630000,3404179,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1975,Get,application/json,1975-10-09,,,,534,{'en': 'Andrei Sakharov'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/534', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations', 'no': 'for sin kamp for menneskerettighetene i Sovjetunionen, nedrustning og samarbeid mellom alle nasjoner'}",,1,1
380,1975,630000,3404179,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1975,Get,application/json,1975-10-17,,,,102,{'en': 'Aage N. Bohr'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/102', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection', 'se': 'för upptäckten av sambandet mellan kollektiva rörelser och partikelrörelser i atomkärnor, samt den därpå baserade utvecklingen av teorien för atomkärnans struktur'}",,1/3,1
381,1975,630000,3404179,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1975,Get,application/json,1975-10-16,,,,406,{'en': 'David Baltimore'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/406', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell', 'se': 'för deras upptäckter över tumörvirus samspel med cellens arvsmassa'}",,1/3,1
382,1976,681000,3342605,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1976,Get,application/json,1976-10-18,,,,249,{'en': 'William Lipscomb'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/249', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his studies on the structure of boranes illuminating problems of chemical bonding', 'se': 'för hans arbeten över boranernas struktur och därmed sammanhängande problem rörande den kemiska bindningens natur'}",,1,1
