,id,gender,nobelPrizes,knownName.en,knownName.se,givenName.en,givenName.se,familyName.en,familyName.se,fullName.en,fullName.se,birth.date,birth.place.city.en,birth.place.city.no,birth.place.city.se,birth.place.country.en,birth.place.country.no,birth.place.country.se,birth.place.cityNow.en,birth.place.cityNow.no,birth.place.cityNow.se,birth.place.countryNow.en,birth.place.countryNow.no,birth.place.countryNow.se,birth.place.continent.en,birth.place.locationString.en,birth.place.locationString.no,birth.place.locationString.se,links.rel,links.href,links.action,links.types,death.date,death.place.city.en,death.place.city.no,death.place.city.se,death.place.country.en,death.place.country.no,death.place.country.se,death.place.cityNow.en,death.place.cityNow.no,death.place.cityNow.se,death.place.countryNow.en,death.place.countryNow.no,death.place.countryNow.se,death.place.continent.en,death.place.locationString.en,death.place.locationString.no,death.place.locationString.se,nativeName,acronym,orgName.en,orgName.se,founded.date,founded.place.city.en,founded.place.city.no,founded.place.city.se,founded.place.country.en,founded.place.country.no,founded.place.country.se,founded.place.cityNow.en,founded.place.cityNow.no,founded.place.cityNow.se,founded.place.countryNow.en,founded.place.countryNow.no,founded.place.countryNow.se,founded.place.continent.en,founded.place.locationString.en,founded.place.locationString.no,founded.place.locationString.se,penName,orgName.no,knownName.no,givenName.no,familyName.no,fullName.no
97,145,male,"[{'awardYear': '1994', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'topMotivation': {'en': 'for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter'}, 'sortOrder': '1', 'portion': '1/2', 'dateAwarded': '1994-10-12', 'prizeStatus': 'received', 'motivation': {'en': 'for the development of neutron spectroscopy', 'se': 'för utveckling av neutronspektroskopin'}, 'prizeAmount': 7000000, 'prizeAmountAdjusted': 9249471, 'affiliations': [{'name': {'en': 'McMaster University', 'no': 'McMaster University', 'se': 'McMaster University'}, 'nameNow': {'en': 'McMaster University'}, 'city': {'en': 'Hamilton, Ontario', 'no': 'Hamilton, Ontario', 'se': 'Hamilton, Ontario'}, 'country': {'en': 'Canada', 'no': 'Canada', 'se': 'Kanada'}, 'cityNow': {'en': 'Hamilton, Ontario', 'no': 'Hamilton, Ontario', 'se': 'Hamilton, Ontario'}, 'countryNow': {'en': 'Canada', 'no': 'Canada', 'se': 'Kanada'}, 'locationString': {'en': 'Hamilton, Ontario, Canada', 'no': 'Hamilton, Ontario, Canada', 'se': 'Hamilton, Ontario, Kanada'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1994', 'action': 'Get', 'types': 'application/json'}}]",Bertram N. Brockhouse,Bertram N. Brockhouse,Bertram N.,Bertram N.,Brockhouse,Brockhouse,Bertram N. Brockhouse,Bertram N. Brockhouse,1918-07-15,"Lethbridge, Alberta","Lethbridge, Alberta","Lethbridge, Alberta",Canada,Canada,Kanada,"Lethbridge, Alberta","Lethbridge, Alberta","Lethbridge, Alberta",Canada,Canada,Kanada,North America,"Lethbridge, Alberta, Canada","Lethbridge, Alberta, Canada","Lethbridge, Alberta, Kanada",laureate,http://masterdataapi.nobelprize.org/2/laureate/145,Get,application/json,2003-10-13,"Hamilton, Ontario","Hamilton, Ontario","Hamilton, Ontario",Canada,Canada,Kanada,"Hamilton, Ontario","Hamilton, Ontario","Hamilton, Ontario",Canada,Canada,Kanada,North America,"Hamilton, Ontario, Canada","Hamilton, Ontario, Canada","Hamilton, Ontario, Kanada",,,,,,,,,,,,,,,,,,,,,,,,,,,
98,621,male,"[{'awardYear': '1950', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'sortOrder': '1', 'portion': '1', 'prizeStatus': 'received', 'motivation': {'en': 'in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought', 'se': 'som ett erkännande åt hans mångsidiga och betydelsefulla författarskap, vari han framträtt som en humanitetens och tankefrihetens förkämpe'}, 'prizeAmount': 164304, 'prizeAmountAdjusted': 3050198, 'residences': [{'country': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'countryNow': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'locationString': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1950', 'action': 'Get', 'types': 'application/json'}}]",Bertrand Russell,Bertrand Russell,Bertrand,Bertrand,Russell,Russell,Earl (Bertrand Arthur William) Russell,Earl (Bertrand Arthur William) Russell,1872-05-18,Trelleck,Trelleck,Trelleck,United Kingdom,Storbritannia,Storbritannien,Trelleck,Trelleck,Trelleck,United Kingdom,Storbritannia,Storbritannien,Europe,"Trelleck, United Kingdom","Trelleck, Storbritannia","Trelleck, Storbritannien",laureate,http://masterdataapi.nobelprize.org/2/laureate/621,Get,application/json,1970-02-02,Penrhyndeudraeth,Penrhyndeudraeth,Penrhyndeudraeth,United Kingdom,Storbritannia,Storbritannien,Penrhyndeudraeth,Penrhyndeudraeth,Penrhyndeudraeth,United Kingdom,Storbritannia,Storbritannien,Europe,"Penrhyndeudraeth, United Kingdom","Penrhyndeudraeth, Storbritannia","Penrhyndeudraeth, Storbritannien",,,,,,,,,,,,,,,,,,,,,,,,,,,
99,535,female,"[{'awardYear': '1976', 'category': {'en': 'Peace', 'no': 'Fred', 'se': 'Fred'}, 'categoryFullName': {'en': 'The Nobel Peace Prize', 'no': 'Nobels fredspris', 'se': 'Nobels fredspris'}, 'sortOrder': '1', 'portion': '1/2', 'dateAwarded': '1977-10-10', 'prizeStatus': 'received', 'motivation': {'en': 'for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland', 'no': 'for deres modige innsats i forbindelse med opprettelsen av en bevegelse for å få slutt på den voldelige konflikten i Nord-Irland'}, 'prizeAmount': 681000, 'prizeAmountAdjusted': 3342605, 'residences': [{'country': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'countryNow': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'locationString': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1976', 'action': 'Get', 'types': 'application/json'}}]",Betty Williams,Betty Williams,Betty,Betty,Williams,Williams,Elizabeth Williams,Elizabeth Williams,1943-05-22,Belfast,Belfast,Belfast,Northern Ireland,Nord-Irland,Nordirland,Belfast,Belfast,Belfast,Northern Ireland,Nord-Irland,Nordirland,Europe,"Belfast, Northern Ireland","Belfast, Nord-Irland","Belfast, Nordirland",laureate,http://masterdataapi.nobelprize.org/2/laureate/535,Get,application/json,2020-03-17,Belfast,Belfast,Belfast,Northern Ireland,Nord-Irland,Nordirland,Belfast,Belfast,Belfast,Northern Ireland,Nord-Irland,Nordirland,Europe,"Belfast, Northern Ireland","Belfast, Nord-Irland","Belfast, Nordirland",,,,,,,,,,,,,,,,,,,,,,,,,,,
100,572,male,"[{'awardYear': '1903', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'sortOrder': '1', 'portion': '1', 'prizeStatus': 'received', 'motivation': {'en': 'as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit', 'se': 'såsom en gärd av erkännande åt hans ädla, storartade och mångsidiga skaldeverksamhet, som alltid varit utmärkt på en gång av ingivelsens friskhet och av en sällsynt själsrenhet'}, 'prizeAmount': 141358, 'prizeAmountAdjusted': 7795478, 'residences': [{'country': {'en': 'Norway', 'no': 'Norge', 'se': 'Norge'}, 'countryNow': {'en': 'Norway', 'no': 'Norge', 'se': 'Norge'}, 'locationString': {'en': 'Norway', 'no': 'Norge', 'se': 'Norge'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1903', 'action': 'Get', 'types': 'application/json'}}]",Bjørnstjerne Bjørnson,Bjørnstjerne Bjørnson,Bjørnstjerne,Bjørnstjerne,Bjørnson,Bjørnson,Bjørnstjerne Martinus Bjørnson,Bjørnstjerne Martinus Bjørnson,1832-12-08,Kvikne,Kvikne,Kvikne,Norway,Norge,Norge,Kvikne,Kvikne,Kvikne,Norway,Norge,Norge,Europe,"Kvikne, Norway","Kvikne, Norge","Kvikne, Norge",laureate,http://masterdataapi.nobelprize.org/2/laureate/572,Get,application/json,1910-04-26,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,Europe,"Paris, France","Paris, Frankrike","Paris, Frankrike",,,,,,,,,,,,,,,,,,,,,,,,,,,
101,937,male,"[{'awardYear': '2016', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'sortOrder': '1', 'portion': '1', 'dateAwarded': '2016-10-13', 'prizeStatus': 'received', 'motivation': {'en': 'for having created new poetic expressions within the great American song tradition', 'se': 'som skapat nya poetiska uttryck inom den stora amerikanska sångtraditionen'}, 'prizeAmount': 8000000, 'prizeAmountAdjusted': 8301051, 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2016', 'action': 'Get', 'types': 'application/json'}}]",Bob Dylan,Bob Dylan,Bob,Bob,Dylan,Dylan,Bob Dylan,Bob Dylan,1941-05-24,"Duluth, MN","Duluth, MN","Duluth, MN",USA,USA,USA,"Duluth, MN","Duluth, MN","Duluth, MN",USA,USA,USA,North America,"Duluth, MN, USA","Duluth, MN, USA","Duluth, MN, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/937,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,629,male,"[{'awardYear': '1958', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'sortOrder': '1', 'portion': '1', 'prizeStatus': 'restricted', 'motivation': {'en': 'for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition', 'se': 'för hans betydande insats såväl inom den samtida lyriken som på den stora ryska berättartraditionens område'}, 'prizeAmount': 214559, 'prizeAmountAdjusted': 2646698, 'residences': [{'country': {'en': 'USSR', 'no': 'Sovjet', 'se': 'Sovjetunionen'}, 'countryNow': {'en': 'Russia', 'no': 'Russland', 'se': 'Ryssland'}, 'locationString': {'en': 'USSR (now Russia)', 'no': 'Sovjet (nå Russland)', 'se': 'Sovjetunionen (nu Ryssland)'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1958', 'action': 'Get', 'types': 'application/json'}}]",Boris Pasternak,Boris Pasternak,Boris,Boris,Pasternak,Pasternak,Boris Leonidovich Pasternak,Boris Leonidovitj Pasternak,1890-02-10,Moscow,Moskva,Moskva,Russia,Russland,Ryssland,Moscow,Moskva,Moskva,Russia,Russland,Ryssland,Europe,"Moscow, Russia","Moskva, Russland","Moskva, Ryssland",laureate,http://masterdataapi.nobelprize.org/2/laureate/629,Get,application/json,1960-05-30,Peredelkino,Peredelkino,Peredelkino,Russia,Russland,Ryssland,Peredelkino,Peredelkino,Peredelkino,Russia,Russland,Ryssland,Europe,"Peredelkino, Russia","Peredelkino, Russland","Peredelkino, Ryssland",,,,,,,,,,,,,,,,,,,,,,,,,,,
103,99,male,"[{'awardYear': '1973', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'sortOrder': '3', 'portion': '1/2', 'dateAwarded': '1973-10-23', 'prizeStatus': 'received', 'motivation': {'en': 'for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects', 'se': 'för hans teoretiska förutsägelser av egenskaperna hos en supraström genom en tunnelbarriär, särskilt de fenomen vilka allmänt benämnas Josephson-effekterna'}, 'prizeAmount': 510000, 'prizeAmountAdjusted': 3331882, 'affiliations': [{'name': {'en': 'University of Cambridge', 'no': 'University of Cambridge', 'se': 'University of Cambridge'}, 'nameNow': {'en': 'University of Cambridge'}, 'city': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'country': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'cityNow': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'countryNow': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'locationString': {'en': 'Cambridge, United Kingdom', 'no': 'Cambridge, Storbritannia', 'se': 'Cambridge, Storbritannien'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1973', 'action': 'Get', 'types': 'application/json'}}]",Brian D. Josephson,Brian D. Josephson,Brian D.,Brian D.,Josephson,Josephson,Brian David Josephson,Brian David Josephson,1940-01-04,Cardiff,Cardiff,Cardiff,United Kingdom,Storbritannia,Storbritannien,Cardiff,Cardiff,Cardiff,United Kingdom,Storbritannia,Storbritannien,Europe,"Cardiff, United Kingdom","Cardiff, Storbritannia","Cardiff, Storbritannien",laureate,http://masterdataapi.nobelprize.org/2/laureate/99,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,879,male,"[{'awardYear': '2012', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'sortOrder': '2', 'portion': '1/2', 'dateAwarded': '2012-10-10', 'prizeStatus': 'received', 'motivation': {'en': 'for studies of G-protein-coupled receptors', 'se': '”för studier av G-proteinkopplade receptorer”'}, 'prizeAmount': 8000000, 'prizeAmountAdjusted': 8361204, 'affiliations': [{'name': {'en': 'Stanford University School of Medicine', 'no': 'Stanford University School of Medicine', 'se': 'Stanford University School of Medicine'}, 'nameNow': {'en': 'Stanford University School of Medicine'}, 'city': {'en': 'Stanford, CA', 'no': 'Stanford, CA', 'se': 'Stanford, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Stanford, CA', 'no': 'Stanford, CA', 'se': 'Stanford, CA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Stanford, CA, USA', 'no': 'Stanford, CA, USA', 'se': 'Stanford, CA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/2012', 'action': 'Get', 'types': 'application/json'}}]",Brian Kobilka,Brian Kobilka,Brian,Brian,Kobilka,Kobilka,Brian K. Kobilka,Brian K. Kobilka,1955-05-30,"Little Falls, MN","Little Falls, MN","Little Falls, MN",USA,USA,USA,"Little Falls, MN","Little Falls, MN","Little Falls, MN",USA,USA,USA,North America,"Little Falls, MN, USA","Little Falls, MN, USA","Little Falls, MN, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/879,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,865,male,"[{'awardYear': '2011', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'sortOrder': '2', 'portion': '1/4', 'dateAwarded': '2011-10-04', 'prizeStatus': 'received', 'motivation': {'en': 'for the discovery of the accelerating expansion of the Universe through observations of distant supernovae', 'se': 'för upptäckten av universums accelererande expansion genom observationer av avlägsna supernovor'}, 'prizeAmount': 10000000, 'prizeAmountAdjusted': 10545557, 'affiliations': [{'name': {'en': 'Australian National University', 'no': 'Australian National University', 'se': 'Australian National University'}, 'nameNow': {'en': 'Australian National University'}, 'city': {'en': 'Weston Creek', 'no': 'Weston Creek', 'se': 'Weston Creek'}, 'country': {'en': 'Australia', 'no': 'Australia', 'se': 'Australien'}, 'cityNow': {'en': 'Weston Creek', 'no': 'Weston Creek', 'se': 'Weston Creek'}, 'countryNow': {'en': 'Australia', 'no': 'Australia', 'se': 'Australien'}, 'locationString': {'en': 'Weston Creek, Australia', 'no': 'Weston Creek, Australia', 'se': 'Weston Creek, Australien'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2011', 'action': 'Get', 'types': 'application/json'}}]",Brian P. Schmidt,Brian P. Schmidt,Brian P.,Brian P.,Schmidt,Schmidt,Brian P. Schmidt,Brian P. Schmidt,1967-02-24,"Missoula, MT","Missoula, MT","Missoula, MT",USA,USA,USA,"Missoula, MT","Missoula, MT","Missoula, MT",USA,USA,USA,North America,"Missoula, MT, USA","Missoula, MT, USA","Missoula, MT, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/865,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,861,male,"[{'awardYear': '2011', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'sortOrder': '1', 'portion': '1/4', 'prizeStatus': 'received', 'motivation': {'en': 'for their discoveries concerning the activation of innate immunity', 'se': 'för deras upptäckter rörande aktivering av medfödd immunitet'}, 'prizeAmount': 10000000, 'prizeAmountAdjusted': 10545557, 'affiliations': [{'name': {'en': 'University of Texas Southwestern Medical Center at Dallas', 'no': 'University of Texas Southwestern Medical Center at Dallas', 'se': 'University of Texas Southwestern Medical Center at Dallas'}, 'nameNow': {'en': 'University of Texas Southwestern Medical Center at Dallas'}, 'city': {'en': 'Dallas, TX', 'no': 'Dallas, TX', 'se': 'Dallas, TX'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Dallas, TX', 'no': 'Dallas, TX', 'se': 'Dallas, TX'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Dallas, TX, USA', 'no': 'Dallas, TX, USA', 'se': 'Dallas, TX, USA'}}, {'name': {'en': 'The Scripps Research Institute', 'no': 'The Scripps Research Institute', 'se': 'The Scripps Research Institute'}, 'nameNow': {'en': 'The Scripps Research Institute'}, 'city': {'en': 'La Jolla, CA', 'no': 'La Jolla, CA', 'se': 'La Jolla, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'La Jolla, CA', 'no': 'La Jolla, CA', 'se': 'La Jolla, CA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'La Jolla, CA, USA', 'no': 'La Jolla, CA, USA', 'se': 'La Jolla, CA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/2011', 'action': 'Get', 'types': 'application/json'}}]",Bruce A. Beutler,Bruce A. Beutler,Bruce A.,Bruce A.,Beutler,Beutler,Bruce A. Beutler,Bruce A. Beutler,1957-12-29,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,North America,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/861,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,261,male,"[{'awardYear': '1984', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'sortOrder': '1', 'portion': '1', 'dateAwarded': '1984-10-17', 'prizeStatus': 'received', 'motivation': {'en': 'for his development of methodology for chemical synthesis on a solid matrix', 'se': 'för hans utveckling av metodik för kemisk syntes på fast matris'}, 'prizeAmount': 1650000, 'prizeAmountAdjusted': 3782090, 'affiliations': [{'name': {'en': 'Rockefeller University', 'no': 'Rockefeller University', 'se': 'Rockefeller University'}, 'nameNow': {'en': 'Rockefeller University'}, 'city': {'en': 'New York, NY', 'no': 'New York, NY', 'se': 'New York, NY'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'New York, NY', 'no': 'New York, NY', 'se': 'New York, NY'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'New York, NY, USA', 'no': 'New York, NY, USA', 'se': 'New York, NY, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/1984', 'action': 'Get', 'types': 'application/json'}}]",Bruce Merrifield,Bruce Merrifield,Bruce,Bruce,Merrifield,Merrifield,Robert Bruce Merrifield,Robert Bruce Merrifield,1921-07-15,"Fort Worth, TX","Fort Worth, TX","Fort Worth, TX",USA,USA,USA,"Fort Worth, TX","Fort Worth, TX","Fort Worth, TX",USA,USA,USA,North America,"Fort Worth, TX, USA","Fort Worth, TX, USA","Fort Worth, TX, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/261,Get,application/json,2006-05-14,"Cresskill, NJ","Cresskill, NJ","Cresskill, NJ",USA,USA,USA,"Cresskill, NJ","Cresskill, NJ","Cresskill, NJ",USA,USA,USA,North America,"Cresskill, NJ, USA","Cresskill, NJ, USA","Cresskill, NJ, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
108,105,male,"[{'awardYear': '1976', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'sortOrder': '1', 'portion': '1/2', 'dateAwarded': '1976-10-18', 'prizeStatus': 'received', 'motivation': {'en': 'for their pioneering work in the discovery of a heavy elementary particle of a new kind', 'se': 'för deras ledande insatser vid upptäckten av en tung elementarpartikel av nytt slag'}, 'prizeAmount': 681000, 'prizeAmountAdjusted': 3342605, 'affiliations': [{'name': {'en': 'Stanford Linear Accelerator Center', 'no': 'Stanford Linear Accelerator Center', 'se': 'Stanford Linear Accelerator Center'}, 'nameNow': {'en': 'Stanford Linear Accelerator Center'}, 'city': {'en': 'Stanford, CA', 'no': 'Stanford, CA', 'se': 'Stanford, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Stanford, CA', 'no': 'Stanford, CA', 'se': 'Stanford, CA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Stanford, CA, USA', 'no': 'Stanford, CA, USA', 'se': 'Stanford, CA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1976', 'action': 'Get', 'types': 'application/json'}}]",Burton Richter,Burton Richter,Burton,Burton,Richter,Richter,Burton Richter,Burton Richter,1931-03-22,"Brooklyn, NY","Brooklyn, NY","Brooklyn, NY",USA,USA,USA,"Brooklyn, NY","Brooklyn, NY","Brooklyn, NY",USA,USA,USA,North America,"Brooklyn, NY, USA","Brooklyn, NY, USA","Brooklyn, NY, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/105,Get,application/json,2018-07-18,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,North America,"Stanford, CA, USA","Stanford, CA, USA","Stanford, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
109,34,male,"[{'awardYear': '1927', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'sortOrder': '2', 'portion': '1/2', 'prizeStatus': 'received', 'motivation': {'en': 'for his method of making the paths of electrically charged particles visible by condensation of vapour', 'se': 'för upptäckten av hans metod att genom ångkondensation göra elektriskt laddade partiklars banor iakttagbara'}, 'prizeAmount': 126501, 'prizeAmountAdjusted': 3593778, 'affiliations': [{'name': {'en': 'University of Cambridge', 'no': 'University of Cambridge', 'se': 'University of Cambridge'}, 'nameNow': {'en': 'University of Cambridge'}, 'city': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'country': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'cityNow': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'countryNow': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'locationString': {'en': 'Cambridge, United Kingdom', 'no': 'Cambridge, Storbritannia', 'se': 'Cambridge, Storbritannien'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1927', 'action': 'Get', 'types': 'application/json'}}]",C.T.R. Wilson,C.T.R. Wilson,C.T.R.,C.T.R.,Wilson,Wilson,Charles Thomson Rees Wilson,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Glencorse,Glencorse,Scotland,Skottland,Skottland,Glencorse,Glencorse,Glencorse,Scotland,Skottland,Skottland,Europe,"Glencorse, Scotland","Glencorse, Skottland","Glencorse, Skottland",laureate,http://masterdataapi.nobelprize.org/2/laureate/34,Get,application/json,1959-11-15,Carlops,Carlops,Carlops,Scotland,Skottland,Skottland,Carlops,Carlops,Carlops,Scotland,Skottland,Skottland,Europe,"Carlops, Scotland","Carlops, Skottland","Carlops, Skottland",,,,,,,,,,,,,,,,,,,,,,,,,,,
