,id,gender,nobelPrizes,knownName.en,knownName.se,givenName.en,givenName.se,familyName.en,familyName.se,fullName.en,fullName.se,birth.date,birth.place.city.en,birth.place.city.no,birth.place.city.se,birth.place.country.en,birth.place.country.no,birth.place.country.se,birth.place.cityNow.en,birth.place.cityNow.no,birth.place.cityNow.se,birth.place.countryNow.en,birth.place.countryNow.no,birth.place.countryNow.se,birth.place.continent.en,birth.place.locationString.en,birth.place.locationString.no,birth.place.locationString.se,links.rel,links.href,links.action,links.types,death.date,death.place.city.en,death.place.city.no,death.place.city.se,death.place.country.en,death.place.country.no,death.place.country.se,death.place.cityNow.en,death.place.cityNow.no,death.place.cityNow.se,death.place.countryNow.en,death.place.countryNow.no,death.place.countryNow.se,death.place.continent.en,death.place.locationString.en,death.place.locationString.no,death.place.locationString.se,nativeName,acronym,orgName.en,orgName.se,founded.date,founded.place.city.en,founded.place.city.no,founded.place.city.se,founded.place.country.en,founded.place.country.no,founded.place.country.se,founded.place.cityNow.en,founded.place.cityNow.no,founded.place.cityNow.se,founded.place.countryNow.en,founded.place.countryNow.no,founded.place.countryNow.se,founded.place.continent.en,founded.place.locationString.en,founded.place.locationString.no,founded.place.locationString.se,penName,orgName.no,knownName.no,givenName.no,familyName.no,fullName.no
12,541,male,"[{'awardYear': '1980', 'category': {'en': 'Peace', 'no': 'Fred', 'se': 'Fred'}, 'categoryFullName': {'en': 'The Nobel Peace Prize', 'no': 'Nobels fredspris', 'se': 'Nobels fredspris'}, 'sortOrder': '1', 'portion': '1', 'dateAwarded': '1980-10-27', 'prizeStatus': 'received', 'motivation': {'en': 'for being a source of inspiration to repressed people, especially in Latin America', 'no': 'for rollen som inspirator for undertrykte mennesker, særlig i Latin-Amerika'}, 'prizeAmount': 880000, 'prizeAmountAdjusted': 2889667, 'residences': [{'country': {'en': 'Argentina', 'no': 'Argentina', 'se': 'Argentina'}, 'countryNow': {'en': 'Argentina', 'no': 'Argentina', 'se': 'Argentina'}, 'locationString': {'en': 'Argentina', 'no': 'Argentina', 'se': 'Argentina'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1980', 'action': 'Get', 'types': 'application/json'}}]",Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,Adolfo,Adolfo,Pérez Esquivel,Pérez Esquivel,Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,1931-11-26,Buenos Aires,Buenos Aires,Buenos Aires,Argentina,Argentina,Argentina,Buenos Aires,Buenos Aires,Buenos Aires,Argentina,Argentina,Argentina,South America,"Buenos Aires, Argentina","Buenos Aires, Argentina","Buenos Aires, Argentina",laureate,http://masterdataapi.nobelprize.org/2/laureate/541,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,292,male,"[{'awardYear': '1999', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'sortOrder': '1', 'portion': '1', 'dateAwarded': '1999-10-12', 'prizeStatus': 'received', 'motivation': {'en': 'for his studies of the transition states of chemical reactions using femtosecond spectroscopy', 'se': 'för hans studier av kemiska reaktioners övergångstillstånd med femtosekundspektroskopi'}, 'prizeAmount': 7900000, 'prizeAmountAdjusted': 10049186, 'affiliations': [{'name': {'en': 'California Institute of Technology (Caltech)', 'no': 'California Institute of Technology (Caltech)', 'se': 'California Institute of Technology (Caltech)'}, 'nameNow': {'en': 'California Institute of Technology (Caltech)'}, 'city': {'en': 'Pasadena, CA', 'no': 'Pasadena, CA', 'se': 'Pasadena, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Pasadena, CA', 'no': 'Pasadena, CA', 'se': 'Pasadena, CA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Pasadena, CA, USA', 'no': 'Pasadena, CA, USA', 'se': 'Pasadena, CA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/1999', 'action': 'Get', 'types': 'application/json'}}]",Ahmed Zewail,Ahmed Zewail,Ahmed,Ahmed,Zewail,Zewail,Ahmed H. Zewail,Ahmed H. Zewail,1946-02-26,Damanhur,Damanhur,Damanhur,Egypt,Egypt,Egypten,Damanhur,Damanhur,Damanhur,Egypt,Egypt,Egypten,Africa,"Damanhur, Egypt","Damanhur, Egypt","Damanhur, Egypten",laureate,http://masterdataapi.nobelprize.org/2/laureate/292,Get,application/json,2016-08-02,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,North America,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
14,853,male,"[{'awardYear': '2010', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'sortOrder': '3', 'portion': '1/3', 'dateAwarded': '2010-10-06', 'prizeStatus': 'received', 'motivation': {'en': 'for palladium-catalyzed cross couplings in organic synthesis', 'se': 'för palladiumkatalyserade korskopplingar i organisk syntes'}, 'prizeAmount': 10000000, 'prizeAmountAdjusted': 10819388, 'affiliations': [{'name': {'en': 'Hokkaido University', 'no': 'Hokkaido University', 'se': 'Hokkaido University'}, 'nameNow': {'en': 'Hokkaido University'}, 'city': {'en': 'Sapporo', 'no': 'Sapporo', 'se': 'Sapporo'}, 'country': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'cityNow': {'en': 'Sapporo', 'no': 'Sapporo', 'se': 'Sapporo'}, 'countryNow': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'locationString': {'en': 'Sapporo, Japan', 'no': 'Sapporo, Japan', 'se': 'Sapporo, Japan'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/2010', 'action': 'Get', 'types': 'application/json'}}]",Akira Suzuki,Akira Suzuki,Akira,Akira,Suzuki,Suzuki,Akira Suzuki,Akira Suzuki,1930-09-12,Mukawa,Mukawa,Mukawa,Japan,Japan,Japan,Mukawa,Mukawa,Mukawa,Japan,Japan,Japan,Asia,"Mukawa, Japan","Mukawa, Japan","Mukawa, Japan",laureate,http://masterdataapi.nobelprize.org/2/laureate/853,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,978,male,"[{'awardYear': '2019', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'sortOrder': '3', 'portion': '1/3', 'dateAwarded': '2019-10-09', 'prizeStatus': 'received', 'motivation': {'en': 'for the development of lithium-ion batteries', 'se': 'för utveckling av litiumjonbatterier'}, 'prizeAmount': 9000000, 'prizeAmountAdjusted': 9000000, 'affiliations': [{'name': {'en': 'Asahi Kasei Corporation', 'no': 'Asahi Kasei Corporation', 'se': 'Asahi Kasei Corporation'}, 'nameNow': {'en': 'Asahi Kasei Corporation'}, 'city': {'en': 'Tokyo', 'no': 'Tokyo', 'se': 'Tokyo'}, 'country': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'cityNow': {'en': 'Tokyo', 'no': 'Tokyo', 'se': 'Tokyo'}, 'countryNow': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'locationString': {'en': 'Tokyo, Japan', 'no': 'Tokyo, Japan', 'se': 'Tokyo, Japan'}}, {'name': {'en': 'Meijo University', 'no': 'Meijo University', 'se': 'Meijo University'}, 'nameNow': {'en': 'Meijo University'}, 'city': {'en': 'Nagoya', 'no': 'Nagoya', 'se': 'Nagoya'}, 'country': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'cityNow': {'en': 'Nagoya', 'no': 'Nagoya', 'se': 'Nagoya'}, 'countryNow': {'en': 'Japan', 'no': 'Japan', 'se': 'Japan'}, 'locationString': {'en': 'Nagoya, Japan', 'no': 'Nagoya, Japan', 'se': 'Nagoya, Japan'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/2019', 'action': 'Get', 'types': 'application/json'}}]",Akira Yoshino,Akira Yoshino,Akira,Akira,Yoshino,Yoshino,Akira Yoshino,Akira Yoshino,1948-01-30,Suita,,,Japan,Japan,Japan,Suita,,,Japan,Japan,Japan,Asia,"Suita, Japan",Japan,Japan,laureate,http://masterdataapi.nobelprize.org/2/laureate/978,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,819,male,"[{'awardYear': '2007', 'category': {'en': 'Peace', 'no': 'Fred', 'se': 'Fred'}, 'categoryFullName': {'en': 'The Nobel Peace Prize', 'no': 'Nobels fredspris', 'se': 'Nobels fredspris'}, 'sortOrder': '2', 'portion': '1/2', 'dateAwarded': '2007-10-12', 'prizeStatus': 'received', 'motivation': {'en': 'for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change', 'no': 'for deira innsats for å skape og spreie større kunnskap om menneskeskapte klimaendringar og for å leggje grunnlag for dei tiltaka som krevst for å motverke desse endringane'}, 'prizeAmount': 10000000, 'prizeAmountAdjusted': 11301989, 'residences': [{'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'USA', 'no': 'USA', 'se': 'USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2007', 'action': 'Get', 'types': 'application/json'}}]",Al Gore,Al Gore,Al,Al,Gore,Gore,Albert Arnold (Al) Gore Jr.,Albert Arnold (Al) Gore Jr.,1948-03-31,"Washington, DC","Washington, DC","Washington, DC",USA,USA,USA,"Washington, DC","Washington, DC","Washington, DC",USA,USA,USA,North America,"Washington, DC, USA","Washington, DC, USA","Washington, DC, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/819,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,729,male,"[{'awardYear': '2000', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'sortOrder': '1', 'portion': '1/3', 'dateAwarded': '2000-10-10', 'prizeStatus': 'received', 'motivation': {'en': 'for the discovery and development of conductive polymers', 'se': 'för upptäckten och utvecklandet av ledande polymerer'}, 'prizeAmount': 9000000, 'prizeAmountAdjusted': 11333109, 'affiliations': [{'name': {'en': 'University of California', 'no': 'University of California', 'se': 'University of California'}, 'nameNow': {'en': 'University of California'}, 'city': {'en': 'Santa Barbara, CA', 'no': 'Santa Barbara, CA', 'se': 'Santa Barbara, CA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Santa Barbara, CA', 'no': 'Santa Barbara, CA', 'se': 'Santa Barbara, CA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Santa Barbara, CA, USA', 'no': 'Santa Barbara, CA, USA', 'se': 'Santa Barbara, CA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/2000', 'action': 'Get', 'types': 'application/json'}}]",Alan Heeger,Alan Heeger,Alan,Alan,Heeger,Heeger,Alan J. Heeger,Alan J. Heeger,1936-01-22,"Sioux City, IA","Sioux City, IA","Sioux City, IA",USA,USA,USA,"Sioux City, IA","Sioux City, IA","Sioux City, IA",USA,USA,USA,North America,"Sioux City, IA, USA","Sioux City, IA, USA","Sioux City, IA, USA",laureate,http://masterdataapi.nobelprize.org/2/laureate/729,Get,application/json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,376,male,"[{'awardYear': '1963', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'sortOrder': '2', 'portion': '1/3', 'prizeStatus': 'received', 'motivation': {'en': 'for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane', 'se': 'för deras upptäckter rörande jonmekanismerna vid retning och hämning i nervcellernas perifera och centrala membranavsnitt'}, 'prizeAmount': 265000, 'prizeAmountAdjusted': 2839286, 'affiliations': [{'name': {'en': 'University of Cambridge', 'no': 'University of Cambridge', 'se': 'University of Cambridge'}, 'nameNow': {'en': 'University of Cambridge'}, 'city': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'country': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'cityNow': {'en': 'Cambridge', 'no': 'Cambridge', 'se': 'Cambridge'}, 'countryNow': {'en': 'United Kingdom', 'no': 'Storbritannia', 'se': 'Storbritannien'}, 'locationString': {'en': 'Cambridge, United Kingdom', 'no': 'Cambridge, Storbritannia', 'se': 'Cambridge, Storbritannien'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1963', 'action': 'Get', 'types': 'application/json'}}]",Alan Hodgkin,Alan Hodgkin,Alan,Alan,Hodgkin,Hodgkin,Alan Lloyd Hodgkin,Alan Lloyd Hodgkin,1914-02-05,Banbury,Banbury,Banbury,United Kingdom,Storbritannia,Storbritannien,Banbury,Banbury,Banbury,United Kingdom,Storbritannia,Storbritannien,Europe,"Banbury, United Kingdom","Banbury, Storbritannia","Banbury, Storbritannien",laureate,http://masterdataapi.nobelprize.org/2/laureate/376,Get,application/json,1998-12-20,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Europe,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",,,,,,,,,,,,,,,,,,,,,,,,,,,
19,730,male,"[{'awardYear': '2000', 'category': {'en': 'Chemistry', 'no': 'Kjemi', 'se': 'Kemi'}, 'categoryFullName': {'en': 'The Nobel Prize in Chemistry', 'no': 'Nobelprisen i kjemi', 'se': 'Nobelpriset i kemi'}, 'sortOrder': '2', 'portion': '1/3', 'dateAwarded': '2000-10-10', 'prizeStatus': 'received', 'motivation': {'en': 'for the discovery and development of conductive polymers', 'se': 'för upptäckten och utvecklandet av ledande polymerer'}, 'prizeAmount': 9000000, 'prizeAmountAdjusted': 11333109, 'affiliations': [{'name': {'en': 'University of Pennsylvania', 'no': 'University of Pennsylvania', 'se': 'University of Pennsylvania'}, 'nameNow': {'en': 'University of Pennsylvania'}, 'city': {'en': 'Philadelphia, PA', 'no': 'Philadelphia, PA', 'se': 'Philadelphia, PA'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Philadelphia, PA', 'no': 'Philadelphia, PA', 'se': 'Philadelphia, PA'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Philadelphia, PA, USA', 'no': 'Philadelphia, PA, USA', 'se': 'Philadelphia, PA, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/che/2000', 'action': 'Get', 'types': 'application/json'}}]",Alan MacDiarmid,Alan MacDiarmid,Alan,Alan,MacDiarmid,MacDiarmid,Alan G. MacDiarmid,Alan G. MacDiarmid,1927-04-14,Masterton,Masterton,Masterton,New Zealand,New Zealand,Nya Zeeland,Masterton,Masterton,Masterton,New Zealand,New Zealand,Nya Zeeland,Oceania,"Masterton, New Zealand","Masterton, New Zealand","Masterton, Nya Zeeland",laureate,http://masterdataapi.nobelprize.org/2/laureate/730,Get,application/json,2007-02-07,"Drexel Hill, PA","Drexel Hill, PA","Drexel Hill, PA",USA,USA,USA,"Drexel Hill, PA","Drexel Hill, PA","Drexel Hill, PA",USA,USA,USA,North America,"Drexel Hill, PA, USA","Drexel Hill, PA, USA","Drexel Hill, PA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
20,11,male,"[{'awardYear': '1907', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'sortOrder': '1', 'portion': '1', 'prizeStatus': 'received', 'motivation': {'en': 'for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid', 'se': 'för hans optiska precisionsinstrument och hans därmed utförda spektroskopiska och metrologiska undersökningar'}, 'prizeAmount': 138796, 'prizeAmountAdjusted': 7033581, 'affiliations': [{'name': {'en': 'University of Chicago', 'no': 'University of Chicago', 'se': 'University of Chicago'}, 'nameNow': {'en': 'University of Chicago'}, 'city': {'en': 'Chicago, IL', 'no': 'Chicago, IL', 'se': 'Chicago, IL'}, 'country': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'cityNow': {'en': 'Chicago, IL', 'no': 'Chicago, IL', 'se': 'Chicago, IL'}, 'countryNow': {'en': 'USA', 'no': 'USA', 'se': 'USA'}, 'locationString': {'en': 'Chicago, IL, USA', 'no': 'Chicago, IL, USA', 'se': 'Chicago, IL, USA'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1907', 'action': 'Get', 'types': 'application/json'}}]",Albert A. Michelson,Albert A. Michelson,Albert A.,Albert A.,Michelson,Michelson,Albert Abraham Michelson,Albert Abraham Michelson,1852-12-19,Strelno,Strelno,Strelno,Prussia,Preussen,Preussen,Strzelno,Strzelno,Strzelno,Poland,Polen,Polen,Europe,"Strelno, Prussia (now Strzelno, Poland)","Strelno, Preussen (nå Strzelno, Polen)","Strelno, Preussen (nu Strzelno, Polen)",laureate,http://masterdataapi.nobelprize.org/2/laureate/11,Get,application/json,1931-05-09,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,North America,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
21,628,male,"[{'awardYear': '1957', 'category': {'en': 'Literature', 'no': 'Litteratur', 'se': 'Litteratur'}, 'categoryFullName': {'en': 'The Nobel Prize in  Literature', 'no': 'Nobelprisen i litteratur', 'se': 'Nobelpriset i litteratur'}, 'sortOrder': '1', 'portion': '1', 'prizeStatus': 'received', 'motivation': {'en': 'for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times', 'se': 'för hans betydelsefulla författarskap, som med skarpsynt allvar belyser mänskliga samvetsproblem i vår tid'}, 'prizeAmount': 208629, 'prizeAmountAdjusted': 2697789, 'residences': [{'country': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'countryNow': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}, 'locationString': {'en': 'France', 'no': 'Frankrike', 'se': 'Frankrike'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1957', 'action': 'Get', 'types': 'application/json'}}]",Albert Camus,Albert Camus,Albert,Albert,Camus,Camus,Albert Camus,Albert Camus,1913-11-07,Mondovi,Mondovi,Mondovi,French Algeria,fransk Algerie,Franska Algeriet,Mondovi,Mondovi,Mondovi,Algeria,Algerie,Algeriet,Africa,"Mondovi, French Algeria (now Algeria)","Mondovi, fransk Algerie (nå Algerie)","Mondovi, Franska Algeriet (nu Algeriet)",laureate,http://masterdataapi.nobelprize.org/2/laureate/628,Get,application/json,1960-01-04,Sens,Sens,Sens,France,Frankrike,Frankrike,Sens,Sens,Sens,France,Frankrike,Frankrike,Europe,"Sens, France","Sens, Frankrike","Sens, Frankrike",,,,,,,,,,,,,,,,,,,,,,,,,,,
22,403,male,"[{'awardYear': '1974', 'category': {'en': 'Physiology or Medicine', 'no': 'Fysiologi eller medisin', 'se': 'Fysiologi eller medicin'}, 'categoryFullName': {'en': 'The Nobel Prize in Physiology or Medicine', 'no': 'Nobelprisen i fysiologi eller medisin', 'se': 'Nobelpriset i fysiologi eller medicin'}, 'sortOrder': '1', 'portion': '1/3', 'prizeStatus': 'received', 'motivation': {'en': 'for their discoveries concerning the structural and functional organization of the cell', 'se': 'för deras upptäckter rörande cellens strukturella och funktionella organisation'}, 'prizeAmount': 550000, 'prizeAmountAdjusted': 3263449, 'affiliations': [{'name': {'en': 'Université Catholique de Louvain', 'no': 'Université Catholique de Louvain', 'se': 'Université Catholique de Louvain'}, 'nameNow': {'en': 'Université Catholique de Louvain'}, 'city': {'en': 'Louvain', 'no': 'Louvain', 'se': 'Louvain'}, 'country': {'en': 'Belgium', 'no': 'Belgia', 'se': 'Belgien'}, 'cityNow': {'en': 'Louvain', 'no': 'Louvain', 'se': 'Louvain'}, 'countryNow': {'en': 'Belgium', 'no': 'Belgia', 'se': 'Belgien'}, 'locationString': {'en': 'Louvain, Belgium', 'no': 'Louvain, Belgia', 'se': 'Louvain, Belgien'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/med/1974', 'action': 'Get', 'types': 'application/json'}}]",Albert Claude,Albert Claude,Albert,Albert,Claude,Claude,Albert Claude,Albert Claude,1898-08-24,Longlier,Longlier,Longlier,Belgium,Belgia,Belgien,Longlier,Longlier,Longlier,Belgium,Belgia,Belgien,Europe,"Longlier, Belgium","Longlier, Belgia","Longlier, Belgien",laureate,http://masterdataapi.nobelprize.org/2/laureate/403,Get,application/json,1983-05-22,Brussels,Brussel,Bryssel,Belgium,Belgia,Belgien,Brussels,Brussel,Bryssel,Belgium,Belgia,Belgien,Europe,"Brussels, Belgium","Brussel, Belgia","Bryssel, Belgien",,,,,,,,,,,,,,,,,,,,,,,,,,,
23,26,male,"[{'awardYear': '1921', 'category': {'en': 'Physics', 'no': 'Fysikk', 'se': 'Fysik'}, 'categoryFullName': {'en': 'The Nobel Prize in Physics', 'no': 'Nobelprisen i fysikk', 'se': 'Nobelpriset i fysik'}, 'sortOrder': '1', 'portion': '1', 'prizeStatus': 'received', 'motivation': {'en': 'for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect', 'se': 'för hans förtjänster om den teoretiska fysiken, särskilt hans upptäckt av lagen för den fotoelektriska effekten'}, 'prizeAmount': 121573, 'prizeAmountAdjusted': 2532771, 'affiliations': [{'name': {'en': 'Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik', 'no': 'Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik', 'se': 'Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik'}, 'nameNow': {'en': 'Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik'}, 'city': {'en': 'Berlin', 'no': 'Berlin', 'se': 'Berlin'}, 'country': {'en': 'Germany', 'no': 'Tyskland', 'se': 'Tyskland'}, 'cityNow': {'en': 'Berlin', 'no': 'Berlin', 'se': 'Berlin'}, 'countryNow': {'en': 'Germany', 'no': 'Tyskland', 'se': 'Tyskland'}, 'locationString': {'en': 'Berlin, Germany', 'no': 'Berlin, Tyskland', 'se': 'Berlin, Tyskland'}}], 'links': {'rel': 'nobelPrize', 'href': 'https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1921', 'action': 'Get', 'types': 'application/json'}}]",Albert Einstein,Albert Einstein,Albert,Albert,Einstein,Einstein,Albert Einstein,Albert Einstein,1879-03-14,Ulm,Ulm,Ulm,Germany,Tyskland,Tyskland,Ulm,Ulm,Ulm,Germany,Tyskland,Tyskland,Europe,"Ulm, Germany","Ulm, Tyskland","Ulm, Tyskland",laureate,http://masterdataapi.nobelprize.org/2/laureate/26,Get,application/json,1955-04-18,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,"Princeton, NJ","Princeton, NJ","Princeton, NJ",USA,USA,USA,North America,"Princeton, NJ, USA","Princeton, NJ, USA","Princeton, NJ, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,
